unix,date,symbol,open,high,low,Price,Telapsed
1539306000,12/10/2018 01:00,BTC/EUR,5313.26,5350,5313.26,5337.33,149.7917
1539309600,12/10/2018 02:00,BTC/EUR,5337.33,5351.55,5329.65,5341.77,149.8333
1539313200,12/10/2018 03:00,BTC/EUR,5341.77,5354.78,5324.61,5349.08,149.8750
1539316800,12/10/2018 04:00,BTC/EUR,5349.08,5370.6,5344.26,5357.56,149.9167
1539320400,12/10/2018 05:00,BTC/EUR,5357.56,5372,5341.77,5361.17,149.9583
1539324000,12/10/2018 06:00,BTC/EUR,5361.17,5385.41,5360.3,5383.73,150.0000
1539327600,12/10/2018 07:00,BTC/EUR,5383.73,5399,5366.01,5382.89,150.0417
1539331200,12/10/2018 08:00,BTC/EUR,5382.89,5389.63,5363.35,5383.58,150.0833
1539334800,12/10/2018 09:00,BTC/EUR,5383.58,5383.84,5363.01,5373.05,150.1250
1539338400,12/10/2018 10:00,BTC/EUR,5373.05,5383.57,5363.66,5378.2,150.1667
1539342000,12/10/2018 11:00,BTC/EUR,5378.2,5381.03,5361.06,5379.32,150.2083
1539345600,12/10/2018 12:00,BTC/EUR,5379.32,5399.99,5374.01,5399.98,150.2500
1539349200,12/10/2018 13:00,BTC/EUR,5399.98,5400,5377.33,5388.46,150.2917
1539352800,12/10/2018 14:00,BTC/EUR,5388.46,5399.98,5374,5383.53,150.3333
1539356400,12/10/2018 15:00,BTC/EUR,5383.53,5407.86,5383.53,5400,150.3750
1539360000,12/10/2018 16:00,BTC/EUR,5400,5400,5383.7,5392.28,150.4167
1539363600,12/10/2018 17:00,BTC/EUR,5392.28,5399,5364.56,5378.05,150.4583
1539367200,12/10/2018 18:00,BTC/EUR,5378.05,5386.44,5368.31,5376.25,150.5000
1539370800,12/10/2018 19:00,BTC/EUR,5376.25,5387.96,5371.37,5384.47,150.5417
1539374400,12/10/2018 20:00,BTC/EUR,5384.47,5395.38,5377.38,5384.93,150.5833
1539378000,12/10/2018 21:00,BTC/EUR,5384.93,5398.72,5384,5393.09,150.6250
1539381600,12/10/2018 22:00,BTC/EUR,5393.09,5393.09,5360,5382,150.6667
1539385200,12/10/2018 23:00,BTC/EUR,5382,5388,5360.86,5371,150.7083
1539388800,13/10/2018 00:00,BTC/EUR,5371,5400.67,5362,5381.1,150.7500
1539392400,13/10/2018 01:00,BTC/EUR,5381.1,5395.2,5372.5,5394.1,150.7917
1539396000,13/10/2018 02:00,BTC/EUR,5394.1,5397.51,5373.91,5387.6,150.8333
1539399600,13/10/2018 03:00,BTC/EUR,5387.6,5394.24,5372.51,5381.26,150.8750
1539403200,13/10/2018 04:00,BTC/EUR,5381.26,5394.24,5373,5393.98,150.9167
1539406800,13/10/2018 05:00,BTC/EUR,5393.98,5403.27,5386.02,5392.53,150.9583
1539410400,13/10/2018 06:00,BTC/EUR,5392.53,5395.57,5377.5,5394.63,151.0000
1539414000,13/10/2018 07:00,BTC/EUR,5394.63,5394.63,5375,5390.96,151.0417
1539417600,13/10/2018 08:00,BTC/EUR,5390.96,5391,5379,5391,151.0833
1539421200,13/10/2018 09:00,BTC/EUR,5391,5404.35,5378.05,5387.3,151.1250
1539424800,13/10/2018 10:00,BTC/EUR,5387.3,5406.75,5387.3,5391.81,151.1667
1539428400,13/10/2018 11:00,BTC/EUR,5391.81,5409.28,5390.26,5390.29,151.2083
1539432000,13/10/2018 12:00,BTC/EUR,5390.29,5397.99,5380.02,5385.1,151.2500
1539435600,13/10/2018 13:00,BTC/EUR,5385.1,5397.99,5376.02,5383,151.2917
1539439200,13/10/2018 14:00,BTC/EUR,5383,5396.62,5379.53,5396.41,151.3333
1539442800,13/10/2018 15:00,BTC/EUR,5396.41,5398,5383.65,5396.97,151.3750
1539446400,13/10/2018 16:00,BTC/EUR,5396.97,5398,5380.22,5396.49,151.4167
1539450000,13/10/2018 17:00,BTC/EUR,5396.49,5397.99,5380.36,5395.6,151.4583
1539453600,13/10/2018 18:00,BTC/EUR,5395.6,5398.98,5372.5,5372.5,151.5000
1539457200,13/10/2018 19:00,BTC/EUR,5372.5,5390.01,5370,5382,151.5417
1539460800,13/10/2018 20:00,BTC/EUR,5382,5390.01,5377,5382.99,151.5833
1539464400,13/10/2018 21:00,BTC/EUR,5382.99,5388.1,5377,5388.1,151.6250
1539468000,13/10/2018 22:00,BTC/EUR,5388.1,5399.7,5376.19,5398.11,151.6667
1539471600,13/10/2018 23:00,BTC/EUR,5398.11,5399.99,5384.01,5395.85,151.7083
1539475200,14/10/2018 00:00,BTC/EUR,5395.85,5395.85,5378.87,5381.3,151.7500
1539478800,14/10/2018 01:00,BTC/EUR,5381.3,5403.52,5380.42,5403.52,151.7917
1539482400,14/10/2018 02:00,BTC/EUR,5403.52,5407.8,5386.52,5391.16,151.8333
1539486000,14/10/2018 03:00,BTC/EUR,5391.16,5422.81,5391.16,5420.49,151.8750
1539489600,14/10/2018 04:00,BTC/EUR,5420.49,5454.1,5410.49,5423.12,151.9167
1539493200,14/10/2018 05:00,BTC/EUR,5423.12,5443.19,5413.42,5418.15,151.9583
1539496800,14/10/2018 06:00,BTC/EUR,5418.15,5434.89,5410.73,5410.73,152.0000
1539500400,14/10/2018 07:00,BTC/EUR,5410.73,5422.06,5405.63,5411,152.0417
1539504000,14/10/2018 08:00,BTC/EUR,5411,5434.77,5403.95,5415,152.0833
1539507600,14/10/2018 09:00,BTC/EUR,5415,5420.3,5391.77,5401,152.1250
1539511200,14/10/2018 10:00,BTC/EUR,5401,5401,5390.01,5401,152.1667
1539514800,14/10/2018 11:00,BTC/EUR,5401,5401,5386.39,5388.79,152.2083
1539518400,14/10/2018 12:00,BTC/EUR,5388.79,5402,5388.79,5402,152.2500
1539522000,14/10/2018 13:00,BTC/EUR,5402,5402,5393.97,5393.97,152.2917
1539525600,14/10/2018 14:00,BTC/EUR,5393.97,5400.99,5390.3,5394.1,152.3333
1539529200,14/10/2018 15:00,BTC/EUR,5394.1,5402,5391.02,5402,152.3750
1539532800,14/10/2018 16:00,BTC/EUR,5402,5420.13,5398.07,5416.08,152.4167
1539536400,14/10/2018 17:00,BTC/EUR,5416.08,5416.08,5392,5403.39,152.4583
1539540000,14/10/2018 18:00,BTC/EUR,5403.39,5418.34,5395.02,5405.32,152.5000
1539543600,14/10/2018 19:00,BTC/EUR,5405.32,5424.99,5405.31,5423.99,152.5417
1539547200,14/10/2018 20:00,BTC/EUR,5423.99,5424,5372.91,5401.3,152.5833
1539550800,14/10/2018 21:00,BTC/EUR,5401.3,5401.3,5355.97,5370.02,152.6250
1539554400,14/10/2018 22:00,BTC/EUR,5370.02,5390,5370,5375.5,152.6667
1539558000,14/10/2018 23:00,BTC/EUR,5375.5,5387.79,5325.29,5353.53,152.7083
1539561600,15/10/2018 00:00,BTC/EUR,5353.53,5377.26,5326.6,5360.41,152.7500
1539565200,15/10/2018 01:00,BTC/EUR,5360.41,5389.98,5360.41,5389.56,152.7917
1539568800,15/10/2018 02:00,BTC/EUR,5389.56,5389.56,5372.88,5374.2,152.8333
1539572400,15/10/2018 03:00,BTC/EUR,5374.2,5394.93,5374.2,5381.01,152.8750
1539576000,15/10/2018 04:00,BTC/EUR,5381.01,5395.75,5372.53,5379.53,152.9167
1539579600,15/10/2018 05:00,BTC/EUR,5379.53,5576.46,5375.32,5515.7,152.9583
1539583200,15/10/2018 06:00,BTC/EUR,5515.7,5850,5501.04,5783.79,153.0000
1539586800,15/10/2018 07:00,BTC/EUR,5783.79,5800,5541.6,5560,153.0417
1539590400,15/10/2018 08:00,BTC/EUR,5560,5622.41,5515.06,5550.09,153.0833
1539594000,15/10/2018 09:00,BTC/EUR,5550.09,5563.58,5495.77,5548.64,153.1250
1539597600,15/10/2018 10:00,BTC/EUR,5548.64,5571.1,5521.14,5530.22,153.1667
1539601200,15/10/2018 11:00,BTC/EUR,5530.22,5557.04,5508,5533.3,153.2083
1539604800,15/10/2018 12:00,BTC/EUR,5533.3,5543.67,5507,5525.06,153.2500
1539608400,15/10/2018 13:00,BTC/EUR,5525.06,5537.62,5507,5520,153.2917
1539612000,15/10/2018 14:00,BTC/EUR,5520,5530.48,5501.17,5515,153.3333
1539615600,15/10/2018 15:00,BTC/EUR,5515,5532.96,5501.51,5517,153.3750
1539619200,15/10/2018 16:00,BTC/EUR,5517,5555.04,5517,5544.78,153.4167
1539622800,15/10/2018 17:00,BTC/EUR,5544.78,5557.72,5530.01,5531.77,153.4583
1539626400,15/10/2018 18:00,BTC/EUR,5531.77,5553.59,5515,5526.01,153.5000
1539630000,15/10/2018 19:00,BTC/EUR,5526.01,5540.96,5520.01,5528.74,153.5417
1539633600,15/10/2018 20:00,BTC/EUR,5528.74,5538.17,5500,5523.94,153.5833
1539637200,15/10/2018 21:00,BTC/EUR,5523.94,5539,5509,5514.5,153.6250
1539640800,15/10/2018 22:00,BTC/EUR,5514.5,5559.1,5514.5,5552.68,153.6667
1539644400,15/10/2018 23:00,BTC/EUR,5552.68,5570,5545.55,5558.19,153.7083
1539648000,16/10/2018 00:00,BTC/EUR,5558.19,5560.99,5535.13,5550.68,153.7500
1539651600,16/10/2018 01:00,BTC/EUR,5550.68,5564.01,5536.24,5546.66,153.7917
1539655200,16/10/2018 02:00,BTC/EUR,5546.66,5559.7,5539.93,5553.98,153.8333
1539658800,16/10/2018 03:00,BTC/EUR,5553.98,5569.04,5541.56,5552.24,153.8750
1539662400,16/10/2018 04:00,BTC/EUR,5552.24,5555,5536.32,5539.65,153.9167
1539666000,16/10/2018 05:00,BTC/EUR,5539.65,5614,5539.65,5610.56,153.9583
1539669600,16/10/2018 06:00,BTC/EUR,5610.56,5624.7,5566.25,5566.25,154.0000
1539673200,16/10/2018 07:00,BTC/EUR,5566.25,5593.95,5557,5575.49,154.0417
1539676800,16/10/2018 08:00,BTC/EUR,5575.49,5575.49,5531.5,5545.21,154.0833
1539680400,16/10/2018 09:00,BTC/EUR,5545.21,5574.89,5542.2,5568.95,154.1250
1539684000,16/10/2018 10:00,BTC/EUR,5568.95,5573.96,5554.91,5565,154.1667
1539687600,16/10/2018 11:00,BTC/EUR,5565,5589.07,5561.01,5582.01,154.2083
1539691200,16/10/2018 12:00,BTC/EUR,5582.01,5584.78,5550.27,5551.62,154.2500
1539694800,16/10/2018 13:00,BTC/EUR,5551.62,5573.67,5545.59,5568.75,154.2917
1539698400,16/10/2018 14:00,BTC/EUR,5568.75,5573.35,5560,5565.24,154.3333
1539702000,16/10/2018 15:00,BTC/EUR,5565.24,5573.09,5559.46,5559.46,154.3750
1539705600,16/10/2018 16:00,BTC/EUR,5559.46,5565.35,5532.14,5540.48,154.4167
1539709200,16/10/2018 17:00,BTC/EUR,5540.48,5564.87,5540.48,5563.82,154.4583
1539712800,16/10/2018 18:00,BTC/EUR,5563.82,5576.52,5563,5571.93,154.5000
1539716400,16/10/2018 19:00,BTC/EUR,5571.93,5574.26,5542.79,5571.4,154.5417
1539720000,16/10/2018 20:00,BTC/EUR,5571.4,5587.77,5559.75,5587.77,154.5833
1539723600,16/10/2018 21:00,BTC/EUR,5587.77,5597.13,5568,5591.6,154.6250
1539727200,16/10/2018 22:00,BTC/EUR,5591.6,5599.33,5568.17,5589.96,154.6667
1539730800,16/10/2018 23:00,BTC/EUR,5589.96,5610.76,5576.08,5582.58,154.7083
1539734400,17/10/2018 00:00,BTC/EUR,5582.58,5592.65,5566.27,5591.07,154.7500
1539738000,17/10/2018 01:00,BTC/EUR,5591.07,5597.54,5569.93,5574.29,154.7917
1539741600,17/10/2018 02:00,BTC/EUR,5574.29,5588.05,5562.77,5573.47,154.8333
1539745200,17/10/2018 03:00,BTC/EUR,5573.47,5596.64,5568.9,5589.44,154.8750
1539748800,17/10/2018 04:00,BTC/EUR,5589.44,5599.71,5573.89,5595.55,154.9167
1539752400,17/10/2018 05:00,BTC/EUR,5595.55,5605.85,5575.02,5588.27,154.9583
1539756000,17/10/2018 06:00,BTC/EUR,5588.27,5594.65,5564.43,5572.45,155.0000
1539759600,17/10/2018 07:00,BTC/EUR,5572.45,5578,5551.91,5576.4,155.0417
1539763200,17/10/2018 08:00,BTC/EUR,5576.4,5588.64,5566.11,5574,155.0833
1539766800,17/10/2018 09:00,BTC/EUR,5574,5585.62,5551.02,5570.6,155.1250
1539770400,17/10/2018 10:00,BTC/EUR,5570.6,5576.67,5547.19,5569.59,155.1667
1539774000,17/10/2018 11:00,BTC/EUR,5569.59,5590.9,5553,5590.9,155.2083
1539777600,17/10/2018 12:00,BTC/EUR,5590.9,5596.99,5572.76,5582.64,155.2500
1539781200,17/10/2018 13:00,BTC/EUR,5582.64,5582.88,5558.23,5582.84,155.2917
1539784800,17/10/2018 14:00,BTC/EUR,5582.84,5595,5568.14,5591,155.3333
1539788400,17/10/2018 15:00,BTC/EUR,5591,5595.88,5576.09,5582.97,155.3750
1539792000,17/10/2018 16:00,BTC/EUR,5582.97,5604.63,5582.97,5591.54,155.4167
1539795600,17/10/2018 17:00,BTC/EUR,5591.54,5610,5591.46,5608,155.4583
1539799200,17/10/2018 18:00,BTC/EUR,5608,5610,5595.87,5608.62,155.5000
1539802800,17/10/2018 19:00,BTC/EUR,5608.62,5615.92,5592.55,5604.32,155.5417
1539806400,17/10/2018 20:00,BTC/EUR,5604.32,5614.91,5590.01,5613.33,155.5833
1539810000,17/10/2018 21:00,BTC/EUR,5613.33,5615,5596.85,5613.99,155.6250
1539813600,17/10/2018 22:00,BTC/EUR,5613.99,5622.62,5600.12,5618.96,155.6667
1539817200,17/10/2018 23:00,BTC/EUR,5618.96,5621.44,5605,5620.24,155.7083
1539820800,18/10/2018 00:00,BTC/EUR,5620.24,5624.59,5602.2,5620.28,155.7500
1539824400,18/10/2018 01:00,BTC/EUR,5620.28,5620.28,5607.61,5619.86,155.7917
1539828000,18/10/2018 02:00,BTC/EUR,5619.86,5619.99,5609.5,5619.74,155.8333
1539831600,18/10/2018 03:00,BTC/EUR,5619.74,5639.99,5610,5624.69,155.8750
1539835200,18/10/2018 04:00,BTC/EUR,5624.69,5628.96,5610.91,5611.18,155.9167
1539838800,18/10/2018 05:00,BTC/EUR,5611.18,5626.42,5600.01,5610.16,155.9583
1539842400,18/10/2018 06:00,BTC/EUR,5610.16,5622.73,5605,5620.26,156.0000
1539846000,18/10/2018 07:00,BTC/EUR,5620.26,5620.26,5599,5599.98,156.0417
1539849600,18/10/2018 08:00,BTC/EUR,5599.98,5600.17,5580,5589.99,156.0833
1539853200,18/10/2018 09:00,BTC/EUR,5589.99,5604.59,5589.99,5596.2,156.1250
1539856800,18/10/2018 10:00,BTC/EUR,5596.2,5606.8,5585.13,5603.17,156.1667
1539860400,18/10/2018 11:00,BTC/EUR,5603.17,5605.49,5590,5597.72,156.2083
1539864000,18/10/2018 12:00,BTC/EUR,5597.72,5609.45,5585.02,5594.21,156.2500
1539867600,18/10/2018 13:00,BTC/EUR,5594.21,5611.23,5586.11,5608.57,156.2917
1539871200,18/10/2018 14:00,BTC/EUR,5608.57,5618.98,5595.12,5609.99,156.3333
1539874800,18/10/2018 15:00,BTC/EUR,5609.99,5610.94,5595,5609.97,156.3750
1539878400,18/10/2018 16:00,BTC/EUR,5609.97,5618,5595,5616.58,156.4167
1539882000,18/10/2018 17:00,BTC/EUR,5616.58,5626.1,5550.62,5571.86,156.4583
1539885600,18/10/2018 18:00,BTC/EUR,5571.86,5601.44,5564.95,5588,156.5000
1539889200,18/10/2018 19:00,BTC/EUR,5588,5594.86,5565.89,5591.15,156.5417
1539892800,18/10/2018 20:00,BTC/EUR,5591.15,5598.46,5574.5,5577.29,156.5833
1539896400,18/10/2018 21:00,BTC/EUR,5577.29,5592.42,5570,5578,156.6250
1539900000,18/10/2018 22:00,BTC/EUR,5578,5584.92,5550.09,5578.81,156.6667
1539903600,18/10/2018 23:00,BTC/EUR,5578.81,5600.63,5571.45,5592.65,156.7083
1539907200,19/10/2018 00:00,BTC/EUR,5592.65,5605.08,5579.21,5600.81,156.7500
1539910800,19/10/2018 01:00,BTC/EUR,5600.81,5603.77,5578.02,5578.02,156.7917
1539914400,19/10/2018 02:00,BTC/EUR,5578.02,5596.57,5573.48,5583.27,156.8333
1539918000,19/10/2018 03:00,BTC/EUR,5583.27,5593.12,5579.01,5591.38,156.8750
1539921600,19/10/2018 04:00,BTC/EUR,5591.38,5597,5580.54,5590.89,156.9167
1539925200,19/10/2018 05:00,BTC/EUR,5590.89,5594.21,5556,5566.74,156.9583
1539928800,19/10/2018 06:00,BTC/EUR,5566.74,5579.82,5550.09,5560.65,157.0000
1539932400,19/10/2018 07:00,BTC/EUR,5560.65,5577,5550.5,5555,157.0417
1539936000,19/10/2018 08:00,BTC/EUR,5555,5581.92,5550,5573.52,157.0833
1539939600,19/10/2018 09:00,BTC/EUR,5573.52,5593.5,5568,5574.09,157.1250
1539943200,19/10/2018 10:00,BTC/EUR,5574.09,5588.17,5568,5575,157.1667
1539946800,19/10/2018 11:00,BTC/EUR,5575,5580.05,5560.01,5570.93,157.2083
1539950400,19/10/2018 12:00,BTC/EUR,5570.93,5580.27,5549,5563,157.2500
1539954000,19/10/2018 13:00,BTC/EUR,5563,5580.23,5555.1,5567.78,157.2917
1539957600,19/10/2018 14:00,BTC/EUR,5567.78,5570,5554.1,5555,157.3333
1539961200,19/10/2018 15:00,BTC/EUR,5555,5569,5550.03,5558.7,157.3750
1539964800,19/10/2018 16:00,BTC/EUR,5558.7,5577.76,5549.54,5550.01,157.4167
1539968400,19/10/2018 17:00,BTC/EUR,5550.01,5567.71,5548.01,5554,157.4583
1539972000,19/10/2018 18:00,BTC/EUR,5554,5571.88,5548.01,5565.8,157.5000
1539975600,19/10/2018 19:00,BTC/EUR,5565.8,5568.16,5552,5560.97,157.5417
1539979200,19/10/2018 20:00,BTC/EUR,5560.97,5562.02,5548,5560.56,157.5833
1539982800,19/10/2018 21:00,BTC/EUR,5560.56,5566.12,5550,5561.69,157.6250
1539986400,19/10/2018 22:00,BTC/EUR,5561.69,5561.8,5551.25,5561.52,157.6667
1539990000,19/10/2018 23:00,BTC/EUR,5561.52,5569.56,5551,5551,157.7083
1539993600,20/10/2018 00:00,BTC/EUR,5551,5559.51,5530.01,5544.19,157.7500
1539997200,20/10/2018 01:00,BTC/EUR,5544.19,5564.99,5534.92,5551.05,157.7917
1540000800,20/10/2018 02:00,BTC/EUR,5551.05,5565,5551.05,5564.88,157.8333
1540004400,20/10/2018 03:00,BTC/EUR,5564.88,5564.88,5554,5554.01,157.8750
1540008000,20/10/2018 04:00,BTC/EUR,5554.01,5569.15,5554.01,5560.01,157.9167
1540011600,20/10/2018 05:00,BTC/EUR,5560.01,5567.68,5549.53,5567.68,157.9583
1540015200,20/10/2018 06:00,BTC/EUR,5567.68,5598.99,5556.89,5589.46,158.0000
1540018800,20/10/2018 07:00,BTC/EUR,5589.46,5590.82,5568.34,5583.87,158.0417
1540022400,20/10/2018 08:00,BTC/EUR,5583.87,5584.99,5566.01,5583.83,158.0833
1540026000,20/10/2018 09:00,BTC/EUR,5583.83,5585,5570.09,5581.52,158.1250
1540029600,20/10/2018 10:00,BTC/EUR,5581.52,5585,5572.01,5576.18,158.1667
1540033200,20/10/2018 11:00,BTC/EUR,5576.18,5588.21,5575,5588.21,158.2083
1540036800,20/10/2018 12:00,BTC/EUR,5588.21,5592,5577,5581,158.2500
1540040400,20/10/2018 13:00,BTC/EUR,5581,5597.97,5581,5593.91,158.2917
1540044000,20/10/2018 14:00,BTC/EUR,5593.91,5597.98,5577,5587.13,158.3333
1540047600,20/10/2018 15:00,BTC/EUR,5587.13,5590,5564.03,5577.42,158.3750
1540051200,20/10/2018 16:00,BTC/EUR,5577.42,5577.45,5560.33,5577.29,158.4167
1540054800,20/10/2018 17:00,BTC/EUR,5577.29,5579.98,5560.73,5566.04,158.4583
1540058400,20/10/2018 18:00,BTC/EUR,5566.04,5579.99,5561,5573.74,158.5000
1540062000,20/10/2018 19:00,BTC/EUR,5573.74,5580,5561.01,5568.36,158.5417
1540065600,20/10/2018 20:00,BTC/EUR,5568.36,5580,5567.2,5569.53,158.5833
1540069200,20/10/2018 21:00,BTC/EUR,5569.53,5580,5566,5579.99,158.6250
1540072800,20/10/2018 22:00,BTC/EUR,5579.99,5580,5567.8,5570.42,158.6667
1540076400,20/10/2018 23:00,BTC/EUR,5570.42,5579,5566,5577.9,158.7083
1540080000,21/10/2018 00:00,BTC/EUR,5577.9,5583.62,5564.78,5574.65,158.7500
1540083600,21/10/2018 01:00,BTC/EUR,5574.65,5623.12,5574.65,5605.65,158.7917
1540087200,21/10/2018 02:00,BTC/EUR,5605.65,5615.62,5593.68,5615.25,158.8333
1540090800,21/10/2018 03:00,BTC/EUR,5615.25,5615.25,5596.28,5602.4,158.8750
1540094400,21/10/2018 04:00,BTC/EUR,5602.4,5606.32,5597.01,5598.1,158.9167
1540098000,21/10/2018 05:00,BTC/EUR,5598.1,5610.25,5590.01,5599.64,158.9583
1540101600,21/10/2018 06:00,BTC/EUR,5599.64,5604.42,5582.99,5598.92,159.0000
1540105200,21/10/2018 07:00,BTC/EUR,5598.92,5604.46,5588.78,5594.19,159.0417
1540108800,21/10/2018 08:00,BTC/EUR,5594.19,5604.46,5589.53,5601.42,159.0833
1540112400,21/10/2018 09:00,BTC/EUR,5601.42,5616.05,5596.86,5612,159.1250
1540116000,21/10/2018 10:00,BTC/EUR,5612,5620.28,5607.63,5609.2,159.1667
1540119600,21/10/2018 11:00,BTC/EUR,5609.2,5614.86,5590.04,5597.02,159.2083
1540123200,21/10/2018 12:00,BTC/EUR,5597.02,5606,5596,5604.97,159.2500
1540126800,21/10/2018 13:00,BTC/EUR,5604.97,5615.39,5597.2,5611.61,159.2917
1540130400,21/10/2018 14:00,BTC/EUR,5611.61,5620,5602.09,5612.94,159.3333
1540134000,21/10/2018 15:00,BTC/EUR,5612.94,5617.53,5601,5612.76,159.3750
1540137600,21/10/2018 16:00,BTC/EUR,5612.76,5612.76,5600,5610,159.4167
1540141200,21/10/2018 17:00,BTC/EUR,5610,5617.86,5596.07,5606.83,159.4583
1540144800,21/10/2018 18:00,BTC/EUR,5606.83,5616.97,5596,5599.27,159.5000
1540148400,21/10/2018 19:00,BTC/EUR,5599.27,5608.47,5596,5596.01,159.5417
1540152000,21/10/2018 20:00,BTC/EUR,5596.01,5607.02,5595.49,5606.96,159.5833
1540155600,21/10/2018 21:00,BTC/EUR,5606.96,5608.85,5585.83,5598.86,159.6250
1540159200,21/10/2018 22:00,BTC/EUR,5598.86,5600,5582.01,5582.01,159.6667
1540162800,21/10/2018 23:00,BTC/EUR,5582.01,5590.69,5570.06,5580.11,159.7083
1540166400,22/10/2018 00:00,BTC/EUR,5580.11,5580.11,5560,5579.99,159.7500
1540170000,22/10/2018 01:00,BTC/EUR,5579.99,5589.02,5570.93,5589.02,159.7917
1540173600,22/10/2018 02:00,BTC/EUR,5589.02,5590.96,5572.1,5572.1,159.8333
1540177200,22/10/2018 03:00,BTC/EUR,5572.1,5579.53,5570.06,5579.17,159.8750
1540180800,22/10/2018 04:00,BTC/EUR,5579.17,5596.55,5571.99,5583.79,159.9167
1540184400,22/10/2018 05:00,BTC/EUR,5583.79,5594.67,5581.23,5587.91,159.9583
1540188000,22/10/2018 06:00,BTC/EUR,5587.91,5587.91,5563.43,5571.69,160.0000
1540191600,22/10/2018 07:00,BTC/EUR,5571.69,5574.05,5560,5560.16,160.0417
1540195200,22/10/2018 08:00,BTC/EUR,5560.16,5571.48,5551.89,5556.58,160.0833
1540198800,22/10/2018 09:00,BTC/EUR,5556.58,5574,5556.58,5572.5,160.1250
1540202400,22/10/2018 10:00,BTC/EUR,5572.5,5579.99,5563.06,5565.21,160.1667
1540206000,22/10/2018 11:00,BTC/EUR,5565.21,5576.29,5565.21,5571.27,160.2083
1540209600,22/10/2018 12:00,BTC/EUR,5571.27,5581.32,5570,5580,160.2500
1540213200,22/10/2018 13:00,BTC/EUR,5580,5584.24,5570,5574.09,160.2917
1540216800,22/10/2018 14:00,BTC/EUR,5574.09,5589.81,5574.09,5589.81,160.3333
1540220400,22/10/2018 15:00,BTC/EUR,5589.81,5595.57,5579.78,5580,160.3750
1540224000,22/10/2018 16:00,BTC/EUR,5580,5598,5575.29,5596.88,160.4167
1540227600,22/10/2018 17:00,BTC/EUR,5596.88,5597.97,5579.05,5588.21,160.4583
1540231200,22/10/2018 18:00,BTC/EUR,5588.21,5595.94,5575.15,5589.69,160.5000
1540234800,22/10/2018 19:00,BTC/EUR,5589.69,5590.28,5576.87,5581.92,160.5417
1540238400,22/10/2018 20:00,BTC/EUR,5581.92,5613.6,5581.92,5607.96,160.5833
1540242000,22/10/2018 21:00,BTC/EUR,5607.96,5612.41,5589.55,5601.66,160.6250
1540245600,22/10/2018 22:00,BTC/EUR,5601.66,5603.19,5591,5591.06,160.6667
1540249200,22/10/2018 23:00,BTC/EUR,5591.06,5605.9,5590,5592.4,160.7083
1540252800,23/10/2018 00:00,BTC/EUR,5592.4,5608.05,5590.01,5598.11,160.7500
1540256400,23/10/2018 01:00,BTC/EUR,5598.11,5607.89,5594.43,5594.43,160.7917
1540260000,23/10/2018 02:00,BTC/EUR,5594.43,5607.24,5590.4,5599.89,160.8333
1540263600,23/10/2018 03:00,BTC/EUR,5599.89,5607.71,5590,5590.03,160.8750
1540267200,23/10/2018 04:00,BTC/EUR,5590.03,5600.68,5590,5591.51,160.9167
1540270800,23/10/2018 05:00,BTC/EUR,5591.51,5606.92,5591.08,5601.54,160.9583
1540274400,23/10/2018 06:00,BTC/EUR,5601.54,5603.36,5590,5592.59,161.0000
1540278000,23/10/2018 07:00,BTC/EUR,5592.59,5602.6,5582.91,5583.99,161.0417
1540281600,23/10/2018 08:00,BTC/EUR,5583.99,5595.73,5583.74,5593.17,161.0833
1540285200,23/10/2018 09:00,BTC/EUR,5593.17,5597.36,5562.56,5570.98,161.1250
1540288800,23/10/2018 10:00,BTC/EUR,5570.98,5577.06,5553.89,5567.65,161.1667
1540292400,23/10/2018 11:00,BTC/EUR,5567.65,5578.7,5558.73,5560.05,161.2083
1540296000,23/10/2018 12:00,BTC/EUR,5560.05,5589.63,5560,5585.99,161.2500
1540299600,23/10/2018 13:00,BTC/EUR,5585.99,5599.41,5575.57,5583,161.2917
1540303200,23/10/2018 14:00,BTC/EUR,5583,5590.85,5577.89,5583.91,161.3333
1540306800,23/10/2018 15:00,BTC/EUR,5583.91,5586.28,5572.95,5574.17,161.3750
1540310400,23/10/2018 16:00,BTC/EUR,5574.17,5585.59,5573.8,5581.1,161.4167
1540314000,23/10/2018 17:00,BTC/EUR,5581.1,5585.92,5571,5571.02,161.4583
1540317600,23/10/2018 18:00,BTC/EUR,5571.02,5584.85,5571,5575.62,161.5000
1540321200,23/10/2018 19:00,BTC/EUR,5575.62,5600,5575.62,5587.63,161.5417
1540324800,23/10/2018 20:00,BTC/EUR,5587.63,5599.98,5573.13,5585.54,161.5833
1540328400,23/10/2018 21:00,BTC/EUR,5585.54,5592.05,5571.55,5586.26,161.6250
1540332000,23/10/2018 22:00,BTC/EUR,5586.26,5587.96,5571.02,5584.57,161.6667
1540335600,23/10/2018 23:00,BTC/EUR,5584.57,5589,5572.76,5574.58,161.7083
1540339200,24/10/2018 00:00,BTC/EUR,5574.58,5594.87,5574.58,5592.38,161.7500
1540342800,24/10/2018 01:00,BTC/EUR,5592.38,5594.49,5578.74,5578.74,161.7917
1540346400,24/10/2018 02:00,BTC/EUR,5578.74,5593.32,5578.74,5583.66,161.8333
1540350000,24/10/2018 03:00,BTC/EUR,5583.66,5608.54,5583.66,5602.02,161.8750
1540353600,24/10/2018 04:00,BTC/EUR,5602.02,5639.99,5586.02,5631.85,161.9167
